Jahr;Monat;Kalenderwoche;Startdatum Woche;Tag-Nr.;Wochentag;Sterbedatum;Anzahl Männer 0-64;Anzahl Männer 65+;Anzahl Frauen 0-64;Anzahl Frauen 65+;Anzahl Gestorbene total
2010;7;28;2010-07-12;198;Sa;2010-07-17;1;4;0;1;6
2020;6;25;2020-06-15;173;So;2020-06-21;1;1;0;3;5
2009;2;9;2009-02-23;59;Sa;2009-02-28;2;0;1;2;5
2010;4;16;2010-04-19;115;So;2010-04-25;0;3;0;2;5
2020;9;37;2020-09-07;256;Sa;2020-09-12;0;2;1;1;4
2011;3;13;2011-03-28;88;Di;2011-03-29;3;3;0;3;9
2015;10;42;2015-10-12;285;Mo;2015-10-12;2;4;0;1;7
2009;4;14;2009-03-30;92;Do;2009-04-02;0;2;0;3;5
2019;11;45;2019-11-04;309;Di;2019-11-05;0;2;0;2;4
2005;2;5;2005-01-31;35;Fr;2005-02-04;0;4;0;6;10
2009;11;47;2009-11-16;320;Mo;2009-11-16;1;4;1;3;9
2011;10;40;2011-10-03;278;Mi;2011-10-05;0;1;0;2;3
2020;5;18;2020-04-27;123;Sa;2020-05-02;1;1;0;1;3
2016;12;52;2016-12-26;365;Fr;2016-12-30;1;5;1;7;14
2017;12;52;2017-12-25;363;Fr;2017-12-29;1;2;0;1;4
2019;6;24;2019-06-10;164;Do;2019-06-13;1;1;0;1;3
2005;3;12;2005-03-21;85;Sa;2005-03-26;1;3;1;4;9
2012;10;40;2012-10-01;277;Mi;2012-10-03;0;4;1;3;8
2010;1;1;2010-01-04;8;Fr;2010-01-08;0;1;0;3;4
2014;11;44;2014-10-27;305;Sa;2014-11-01;1;1;0;5;7
2007;7;30;2007-07-23;209;Sa;2007-07-28;0;1;0;2;3
2013;11;44;2013-10-28;306;Sa;2013-11-02;0;2;0;4;6
2013;5;18;2013-04-29;123;Fr;2013-05-03;0;1;0;6;7
2005;8;31;2005-08-01;213;Mo;2005-08-01;0;1;1;3;5
2016;5;21;2016-05-23;149;Sa;2016-05-28;0;2;0;4;6
2017;10;41;2017-10-09;287;Sa;2017-10-14;1;3;0;3;7
2014;1;3;2014-01-13;13;Mo;2014-01-13;1;4;0;7;12
2020;8;34;2020-08-17;230;Mo;2020-08-17;0;2;0;5;7
2019;5;19;2019-05-06;131;Sa;2019-05-11;1;3;1;7;12
2009;4;17;2009-04-20;116;So;2009-04-26;3;3;1;2;9
2015;7;27;2015-06-29;183;Do;2015-07-02;0;4;0;1;5
2016;11;45;2016-11-07;315;Do;2016-11-10;0;5;0;0;5
2010;9;36;2010-09-06;255;So;2010-09-12;1;2;0;5;8
2007;7;28;2007-07-09;190;Mo;2007-07-09;1;1;2;4;8
2008;9;36;2008-09-01;246;Di;2008-09-02;0;4;0;3;7
2015;4;15;2015-04-06;100;Fr;2015-04-10;0;2;1;2;5
2007;12;51;2007-12-17;356;Sa;2007-12-22;0;1;2;6;9
2019;10;43;2019-10-21;297;Do;2019-10-24;0;4;0;4;8
2010;3;13;2010-03-29;89;Di;2010-03-30;0;0;0;4;4
2013;9;37;2013-09-09;256;Fr;2013-09-13;0;5;1;0;6
2014;8;33;2014-08-11;229;So;2014-08-17;0;1;0;5;6
2005;8;34;2005-08-22;237;Do;2005-08-25;0;3;0;2;5
2006;4;13;2006-03-27;91;Sa;2006-04-01;0;1;0;3;4
2017;4;14;2017-04-03;97;Fr;2017-04-07;0;2;0;2;4
2014;5;22;2014-05-26;146;Mo;2014-05-26;0;4;0;2;6
2007;1;1;2007-01-01;7;So;2007-01-07;0;5;1;2;8
2016;6;26;2016-06-27;182;Do;2016-06-30;0;1;0;3;4
2010;3;9;2010-03-01;65;Sa;2010-03-06;1;2;0;3;6
2009;5;22;2009-05-25;149;Fr;2009-05-29;0;1;1;3;5
2008;10;43;2008-10-20;296;Mi;2008-10-22;1;2;0;5;8
2014;12;52;2014-12-22;362;So;2014-12-28;0;3;0;2;5
2018;7;28;2018-07-09;191;Di;2018-07-10;0;4;0;3;7
2011;8;32;2011-08-08;223;Do;2011-08-11;1;1;0;2;4
2011;11;44;2011-10-31;306;Mi;2011-11-02;2;4;2;3;11
2014;8;34;2014-08-18;236;So;2014-08-24;0;1;1;2;4
2018;8;35;2018-08-27;243;Fr;2018-08-31;0;2;0;0;2
2019;10;43;2019-10-21;299;Sa;2019-10-26;0;1;1;3;5
2016;5;19;2016-05-09;132;Mi;2016-05-11;0;1;1;4;6
2016;8;31;2016-08-01;215;Di;2016-08-02;1;2;0;5;8
2010;3;10;2010-03-08;72;Sa;2010-03-13;0;2;0;3;5
2016;10;43;2016-10-24;298;Mo;2016-10-24;0;0;0;3;3
2005;1;3;2005-01-17;18;Di;2005-01-18;2;3;1;3;9
2006;3;13;2006-03-27;86;Mo;2006-03-27;0;5;1;1;7
2012;7;27;2012-07-02;184;Mo;2012-07-02;2;1;0;2;5
2010;10;43;2010-10-25;300;Mi;2010-10-27;0;1;0;3;4
2011;5;18;2011-05-02;128;So;2011-05-08;0;1;0;2;3
2013;6;23;2013-06-03;156;Mi;2013-06-05;0;4;0;2;6
2012;4;15;2012-04-09;101;Di;2012-04-10;0;2;0;2;4
2009;3;10;2009-03-02;61;Mo;2009-03-02;1;9;0;5;15
2013;5;19;2013-05-06;130;Fr;2013-05-10;0;3;1;0;4
2018;4;16;2018-04-16;110;Fr;2018-04-20;0;2;0;3;5
2007;11;48;2007-11-26;332;Mi;2007-11-28;1;4;0;3;8
2005;8;32;2005-08-08;220;Mo;2005-08-08;0;3;1;4;8
2020;8;32;2020-08-03;222;So;2020-08-09;1;3;0;1;5
2015;8;35;2015-08-24;242;So;2015-08-30;0;3;1;2;6
2005;10;43;2005-10-24;303;So;2005-10-30;0;2;0;0;2
2019;2;6;2019-02-04;38;Do;2019-02-07;1;3;0;1;5
2012;11;46;2012-11-12;317;Mo;2012-11-12;0;4;0;8;12
2009;7;29;2009-07-13;194;Mo;2009-07-13;2;2;0;5;9
2014;12;50;2014-12-08;345;Do;2014-12-11;1;4;0;2;7
2005;5;20;2005-05-16;137;Di;2005-05-17;0;0;2;2;4
2007;9;36;2007-09-03;249;Do;2007-09-06;0;2;0;0;2
2019;5;20;2019-05-13;133;Mo;2019-05-13;1;2;0;3;6
2018;5;20;2018-05-14;134;Mo;2018-05-14;0;1;0;4;5
2009;10;40;2009-09-28;277;So;2009-10-04;1;0;0;7;8
2010;8;32;2010-08-09;224;Do;2010-08-12;1;1;0;3;5
2020;6;25;2020-06-15;172;Sa;2020-06-20;0;1;1;2;4
2017;6;23;2017-06-05;161;Sa;2017-06-10;0;2;0;7;9
2014;5;20;2014-05-12;136;Fr;2014-05-16;1;2;0;1;4
2014;2;8;2014-02-17;53;Sa;2014-02-22;1;2;0;4;7
2013;11;45;2013-11-04;308;Mo;2013-11-04;0;3;1;1;5
2006;3;9;2006-02-27;60;Mi;2006-03-01;0;2;1;7;10
2014;10;41;2014-10-06;281;Mi;2014-10-08;1;1;0;3;5
2011;6;22;2011-05-30;154;Fr;2011-06-03;0;2;0;2;4
2006;5;21;2006-05-22;143;Di;2006-05-23;0;1;0;4;5
2017;12;49;2017-12-04;339;Di;2017-12-05;0;4;0;4;8
2016;10;41;2016-10-10;284;Mo;2016-10-10;1;1;0;3;5
2012;2;7;2012-02-13;44;Mo;2012-02-13;2;3;1;4;10
2005;10;40;2005-10-03;277;Di;2005-10-04;0;3;0;4;7
2008;7;30;2008-07-21;203;Mo;2008-07-21;0;3;1;4;8
2018;10;42;2018-10-15;293;Sa;2018-10-20;0;1;0;2;3
2014;4;15;2014-04-07;103;So;2014-04-13;0;3;0;6;9
2019;10;42;2019-10-14;292;Sa;2019-10-19;1;2;0;5;8
2008;4;18;2008-04-28;120;Di;2008-04-29;0;4;0;3;7
2012;6;26;2012-06-25;177;Mo;2012-06-25;0;1;0;2;3
2019;3;10;2019-03-04;64;Di;2019-03-05;0;1;0;2;3
2013;6;26;2013-06-24;175;Mo;2013-06-24;1;3;1;2;7
2007;7;28;2007-07-09;192;Mi;2007-07-11;0;1;1;3;5
2009;11;49;2009-11-30;334;Mo;2009-11-30;0;2;1;5;8
2006;7;28;2006-07-10;193;Mi;2006-07-12;1;3;0;5;9
2010;1;3;2010-01-18;22;Fr;2010-01-22;0;1;0;4;5
2010;11;48;2010-11-29;333;Mo;2010-11-29;1;1;0;5;7
2016;11;45;2016-11-07;317;Sa;2016-11-12;0;0;1;2;3
2010;12;52;2010-12-27;364;Do;2010-12-30;1;1;1;2;5
2014;5;18;2014-04-28;122;Fr;2014-05-02;1;0;1;5;7
2015;4;14;2015-03-30;95;So;2015-04-05;0;0;1;5;6
2010;2;6;2010-02-08;41;Mi;2010-02-10;0;3;0;4;7
2010;10;40;2010-10-04;281;Fr;2010-10-08;1;2;0;5;8
2019;12;49;2019-12-02;342;So;2019-12-08;1;2;0;1;4
2009;3;11;2009-03-09;68;Mo;2009-03-09;2;4;0;2;8
2011;12;48;2011-11-28;337;Sa;2011-12-03;0;2;0;1;3
2005;3;9;2005-02-28;61;Mi;2005-03-02;0;7;0;8;15
2019;12;51;2019-12-16;351;Di;2019-12-17;2;2;0;3;7
2014;1;5;2014-01-27;27;Mo;2014-01-27;0;1;0;5;6
2006;7;29;2006-07-17;200;Mi;2006-07-19;1;2;0;3;6
2017;3;12;2017-03-20;85;So;2017-03-26;0;3;1;2;6
2015;11;45;2015-11-02;311;Sa;2015-11-07;0;1;0;3;4
2005;5;21;2005-05-23;144;Di;2005-05-24;1;1;0;3;5
2008;3;10;2008-03-03;63;Mo;2008-03-03;1;3;0;3;7
2015;5;19;2015-05-04;128;Fr;2015-05-08;1;1;0;1;3
2010;4;13;2010-03-29;91;Do;2010-04-01;0;2;0;1;3
2017;7;28;2017-07-10;194;Do;2017-07-13;0;2;1;1;4
2007;5;21;2007-05-21;147;So;2007-05-27;1;1;0;3;5
2012;7;29;2012-07-16;203;Sa;2012-07-21;1;1;0;1;3
2010;6;25;2010-06-21;174;Mi;2010-06-23;2;3;0;4;9
2018;8;34;2018-08-20;236;Fr;2018-08-24;1;1;0;2;4
2013;11;46;2013-11-11;315;Mo;2013-11-11;1;1;0;6;8
2016;7;30;2016-07-25;208;Di;2016-07-26;0;2;0;1;3
2019;1;2;2019-01-07;7;Mo;2019-01-07;0;1;1;2;4
2013;8;34;2013-08-19;232;Di;2013-08-20;0;3;0;1;4
2020;4;18;2020-04-27;120;Mi;2020-04-29;1;2;0;3;6
2014;8;34;2014-08-18;231;Di;2014-08-19;2;1;1;4;8
2012;4;17;2012-04-23;120;So;2012-04-29;0;1;0;5;6
2005;11;46;2005-11-14;322;Fr;2005-11-18;1;2;0;4;7
2016;10;42;2016-10-17;291;Mo;2016-10-17;0;2;0;2;4
2020;7;30;2020-07-20;203;Di;2020-07-21;0;1;1;4;6
2015;9;38;2015-09-14;261;Fr;2015-09-18;1;1;0;3;5
2018;8;31;2018-07-30;217;So;2018-08-05;1;3;0;2;6
2006;9;39;2006-09-25;269;Di;2006-09-26;1;1;1;2;5
2011;11;44;2011-10-31;307;Do;2011-11-03;0;0;0;1;1
2021;2;6;2021-02-08;42;Do;2021-02-11;0;2;1;2;5
2018;10;43;2018-10-22;300;Sa;2018-10-27;1;1;1;1;4
2012;12;48;2012-11-26;336;Sa;2012-12-01;0;2;0;4;6
2006;2;6;2006-02-06;41;Fr;2006-02-10;0;2;0;2;4
2011;10;40;2011-10-03;280;Fr;2011-10-07;0;0;1;2;3
2020;10;43;2020-10-19;298;Sa;2020-10-24;0;4;0;8;12
2010;1;2;2010-01-11;15;Fr;2010-01-15;2;1;0;7;10
2009;12;51;2009-12-14;353;Sa;2009-12-19;1;1;0;4;6
2010;4;14;2010-04-05;98;Do;2010-04-08;0;2;1;5;8
2007;2;5;2007-01-29;33;Fr;2007-02-02;0;1;0;2;3
2008;3;13;2008-03-24;89;Sa;2008-03-29;1;1;1;3;6
2009;12;50;2009-12-07;341;Mo;2009-12-07;0;3;0;2;5
2008;6;25;2008-06-16;172;Fr;2008-06-20;0;0;0;2;2
2014;6;23;2014-06-02;155;Mi;2014-06-04;0;0;1;2;3
2018;6;24;2018-06-11;167;Sa;2018-06-16;0;1;0;2;3
2005;3;12;2005-03-21;80;Mo;2005-03-21;1;3;1;5;10
2016;1;4;2016-01-25;25;Mo;2016-01-25;1;2;0;3;6
2017;6;26;2017-06-26;180;Do;2017-06-29;0;2;0;1;3
2016;9;38;2016-09-19;265;Mi;2016-09-21;0;3;0;2;5
2005;3;10;2005-03-07;68;Mi;2005-03-09;0;4;0;2;6
2016;12;50;2016-12-12;348;Di;2016-12-13;0;1;2;4;7
2017;12;50;2017-12-11;346;Di;2017-12-12;0;3;0;2;5
2017;2;5;2017-01-30;35;Sa;2017-02-04;1;3;0;2;6
2013;10;42;2013-10-14;289;Mi;2013-10-16;0;2;0;4;6
2012;2;8;2012-02-20;51;Mo;2012-02-20;1;5;0;4;10
2007;11;44;2007-10-29;306;Fr;2007-11-02;1;2;0;4;7
2008;8;32;2008-08-04;222;Sa;2008-08-09;1;0;1;2;4
2014;6;24;2014-06-09;162;Mi;2014-06-11;0;0;0;4;4
2013;4;16;2013-04-15;106;Di;2013-04-16;0;1;0;2;3
2015;8;32;2015-08-03;218;Do;2015-08-06;0;1;0;1;2
2006;6;24;2006-06-12;169;So;2006-06-18;0;0;1;2;3
2020;9;40;2020-09-28;272;Mo;2020-09-28;3;2;0;1;6
2014;3;12;2014-03-17;79;Do;2014-03-20;0;3;0;5;8
2018;3;13;2018-03-26;86;Di;2018-03-27;0;2;1;2;5
2009;12;49;2009-11-30;336;Mi;2009-12-02;2;2;0;3;7
2008;10;41;2008-10-06;281;Di;2008-10-07;0;0;0;2;2
2018;11;47;2018-11-19;326;Do;2018-11-22;2;5;1;3;11
2017;4;16;2017-04-17;113;So;2017-04-23;0;0;0;3;3
2016;5;20;2016-05-16;141;Fr;2016-05-20;0;3;0;3;6
2011;2;8;2011-02-21;54;Mi;2011-02-23;0;1;0;3;4
2013;11;47;2013-11-18;322;Mo;2013-11-18;0;3;1;2;6
2020;10;43;2020-10-19;296;Do;2020-10-22;0;3;0;3;6
2020;2;9;2020-02-24;56;Di;2020-02-25;0;3;1;2;6
2014;2;9;2014-02-24;55;Mo;2014-02-24;1;1;0;6;8
2010;8;31;2010-08-02;214;Mo;2010-08-02;1;2;0;5;8
2015;3;13;2015-03-23;85;Do;2015-03-26;0;2;0;4;6
2005;5;21;2005-05-23;146;Do;2005-05-26;1;2;0;3;6
2008;1;3;2008-01-14;20;So;2008-01-20;0;1;0;4;5
2011;6;23;2011-06-06;161;Fr;2011-06-10;0;4;0;2;6
2018;12;52;2018-12-24;359;Di;2018-12-25;0;5;0;0;5
2016;9;35;2016-08-29;248;So;2016-09-04;1;1;0;5;7
2005;12;52;2005-12-26;362;Mi;2005-12-28;0;3;0;3;6
2017;9;35;2017-08-28;246;So;2017-09-03;0;1;0;3;4
2013;7;28;2013-07-08;189;Mo;2013-07-08;0;1;0;3;4
2016;11;47;2016-11-21;331;Sa;2016-11-26;0;2;0;7;9
2013;6;24;2013-06-10;163;Mi;2013-06-12;1;1;0;3;5
2015;6;24;2015-06-08;161;Mi;2015-06-10;0;6;0;4;10
2014;8;32;2014-08-04;219;Do;2014-08-07;0;3;0;2;5
2005;9;36;2005-09-05;253;Sa;2005-09-10;0;3;0;4;7
2015;3;12;2015-03-16;78;Do;2015-03-19;0;3;0;3;6
2006;8;33;2006-08-14;226;Mo;2006-08-14;2;0;0;2;4
2010;5;21;2010-05-24;150;So;2010-05-30;0;0;2;2;4
2016;6;24;2016-06-13;165;Mo;2016-06-13;0;0;1;0;1
2021;1;53;2020-12-28;2;Sa;2021-01-02;1;4;1;5;11
2009;11;45;2009-11-02;310;Fr;2009-11-06;1;1;1;2;5
2012;7;30;2012-07-23;210;Sa;2012-07-28;0;1;0;0;1
2018;9;39;2018-09-24;269;Mi;2018-09-26;1;3;1;4;9
2020;1;5;2020-01-27;30;Do;2020-01-30;0;2;0;2;4
2008;12;52;2008-12-22;357;Mo;2008-12-22;1;2;0;3;6
2015;9;39;2015-09-21;268;Fr;2015-09-25;0;1;0;1;2
2006;4;17;2006-04-24;119;Sa;2006-04-29;0;2;2;4;8
2008;2;7;2008-02-11;46;Fr;2008-02-15;1;3;1;1;6
2011;7;27;2011-07-04;187;Mi;2011-07-06;0;0;1;1;2
2016;8;32;2016-08-08;222;Di;2016-08-09;0;1;0;2;3
2012;4;15;2012-04-09;103;Do;2012-04-12;0;4;0;2;6
2006;1;4;2006-01-23;24;Di;2006-01-24;0;5;0;5;10
2009;6;26;2009-06-22;177;Fr;2009-06-26;0;2;0;4;6
2015;9;36;2015-08-31;244;Di;2015-09-01;0;1;0;5;6
2014;9;36;2014-09-01;245;Di;2014-09-02;2;2;0;4;8
2012;1;1;2012-01-02;8;So;2012-01-08;0;5;0;1;6
2010;7;30;2010-07-26;207;Mo;2010-07-26;0;4;0;4;8
2019;6;25;2019-06-17;173;Sa;2019-06-22;0;1;1;4;6
2018;4;17;2018-04-23;117;Fr;2018-04-27;0;5;1;5;11
2011;12;50;2011-12-12;346;Mo;2011-12-12;0;3;0;4;7
2016;3;13;2016-03-28;89;Di;2016-03-29;2;0;0;4;6
2020;3;13;2020-03-23;87;Fr;2020-03-27;1;6;0;4;11
2014;2;6;2014-02-03;36;Mi;2014-02-05;0;1;0;1;2
2016;6;25;2016-06-20;172;Mo;2016-06-20;0;1;0;4;5
2013;10;42;2013-10-14;291;Fr;2013-10-18;0;1;0;0;1
2015;11;47;2015-11-16;320;Mo;2015-11-16;1;2;0;1;4
2013;5;18;2013-04-29;125;So;2013-05-05;0;2;1;2;5
2016;7;26;2016-06-27;184;Sa;2016-07-02;0;2;1;3;6
2009;10;41;2009-10-05;284;So;2009-10-11;0;1;1;6;8
2006;2;6;2006-02-06;43;So;2006-02-12;0;3;1;4;8
2007;4;15;2007-04-09;99;Mo;2007-04-09;0;2;0;3;5
2018;3;10;2018-03-05;67;Do;2018-03-08;0;2;1;3;6
2009;4;15;2009-04-06;101;Sa;2009-04-11;0;3;0;1;4
2016;12;50;2016-12-12;350;Do;2016-12-15;0;2;0;7;9
2006;6;25;2006-06-19;176;So;2006-06-25;0;0;1;2;3
2014;3;13;2014-03-24;86;Do;2014-03-27;0;2;0;3;5
2013;6;23;2013-06-03;158;Fr;2013-06-07;0;1;0;2;3
2008;7;30;2008-07-21;205;Mi;2008-07-23;0;1;0;3;4
2011;2;7;2011-02-14;47;Mi;2011-02-16;1;1;0;3;5
2007;5;18;2007-04-30;123;Do;2007-05-03;0;5;0;1;6
2019;3;13;2019-03-25;90;So;2019-03-31;0;0;0;2;2
2016;8;31;2016-08-01;217;Do;2016-08-04;1;3;0;9;13
2009;7;31;2009-07-27;208;Mo;2009-07-27;0;5;1;0;6
2012;9;38;2012-09-17;262;Di;2012-09-18;1;1;0;3;5
2008;2;6;2008-02-04;39;Fr;2008-02-08;0;1;0;3;4
2008;1;4;2008-01-21;27;So;2008-01-27;0;0;0;3;3
2013;12;50;2013-12-09;348;Sa;2013-12-14;1;2;0;8;11
2010;6;26;2010-06-28;181;Mi;2010-06-30;0;1;1;3;5
2013;9;38;2013-09-16;265;So;2013-09-22;0;3;1;3;7
2008;9;37;2008-09-08;255;Do;2008-09-11;0;3;0;4;7
2006;1;3;2006-01-16;17;Di;2006-01-17;0;2;0;1;3
2017;10;43;2017-10-23;296;Mo;2017-10-23;0;1;0;5;6
2011;12;49;2011-12-05;339;Mo;2011-12-05;1;2;0;5;8
2013;7;27;2013-07-01;182;Mo;2013-07-01;1;4;0;2;7
2006;7;26;2006-06-26;183;So;2006-07-02;2;2;1;0;5
2005;5;18;2005-05-02;127;Sa;2005-05-07;1;1;0;0;2
2016;11;46;2016-11-14;324;Sa;2016-11-19;0;4;0;2;6
2006;4;15;2006-04-10;100;Mo;2006-04-10;0;3;0;3;6
2020;1;2;2020-01-06;11;Sa;2020-01-11;1;3;0;3;7
2012;1;52;2011-12-26;1;So;2012-01-01;2;3;0;2;7
2011;1;52;2010-12-27;2;So;2011-01-02;1;0;0;2;3
2017;4;14;2017-04-03;94;Di;2017-04-04;1;0;0;5;6
2020;4;14;2020-03-30;94;Fr;2020-04-03;1;4;0;6;11
2009;3;12;2009-03-16;75;Mo;2009-03-16;0;4;1;3;8
2019;11;48;2019-11-25;332;Do;2019-11-28;0;2;1;2;5
2013;8;31;2013-07-29;215;Sa;2013-08-03;0;2;0;0;2
2015;10;42;2015-10-12;287;Mi;2015-10-14;0;4;0;4;8
2007;5;22;2007-05-28;149;Di;2007-05-29;1;3;1;3;8
2011;10;43;2011-10-24;303;So;2011-10-30;1;3;0;4;8
2009;4;16;2009-04-13;108;Sa;2009-04-18;0;2;1;5;8
2008;5;20;2008-05-12;136;Do;2008-05-15;0;4;0;2;6
2012;10;40;2012-10-01;276;Di;2012-10-02;1;2;0;1;4
2013;11;48;2013-11-25;331;Mi;2013-11-27;1;0;0;3;4
2006;6;26;2006-06-26;178;Di;2006-06-27;1;2;0;1;4
2014;10;44;2014-10-27;304;Fr;2014-10-31;0;1;1;2;4
2007;2;8;2007-02-19;56;So;2007-02-25;0;6;1;2;9
2012;4;16;2012-04-16;110;Do;2012-04-19;1;6;0;3;10
2015;10;40;2015-09-28;277;So;2015-10-04;0;5;0;4;9
2014;8;32;2014-08-04;221;Sa;2014-08-09;0;0;0;6;6
2019;3;12;2019-03-18;80;Do;2019-03-21;2;1;1;2;6
2005;1;4;2005-01-24;27;Do;2005-01-27;0;4;0;4;8
2014;5;20;2014-05-12;138;So;2014-05-18;0;1;1;3;5
2018;12;48;2018-11-26;335;Sa;2018-12-01;1;1;0;4;6
2005;12;48;2005-11-28;338;So;2005-12-04;2;3;0;4;9
2017;12;52;2017-12-25;362;Do;2017-12-28;0;5;1;1;7
2017;11;44;2017-10-30;305;Mi;2017-11-01;0;1;0;2;3
2006;8;33;2006-08-14;228;Mi;2006-08-16;2;4;0;2;8
2011;3;13;2011-03-28;87;Mo;2011-03-28;0;2;1;2;5
2021;1;53;2020-12-28;1;Fr;2021-01-01;0;4;2;7;13
2011;1;1;2011-01-03;4;Di;2011-01-04;0;1;1;1;3
2012;1;1;2012-01-02;3;Di;2012-01-03;0;2;0;2;4
2008;9;36;2008-09-01;245;Mo;2008-09-01;3;1;0;3;7
2011;11;45;2011-11-07;315;Fr;2011-11-11;0;3;1;3;7
2013;12;51;2013-12-16;355;Sa;2013-12-21;0;3;1;3;7
2019;2;7;2019-02-11;47;Sa;2019-02-16;0;3;1;1;5
2013;4;17;2013-04-22;115;Do;2013-04-25;0;2;0;6;8
2009;10;42;2009-10-12;286;Di;2009-10-13;0;4;0;4;8
2005;7;29;2005-07-18;205;So;2005-07-24;0;2;0;3;5
2008;3;12;2008-03-17;79;Mi;2008-03-19;2;1;0;8;11
2013;2;5;2013-01-28;32;Fr;2013-02-01;0;3;1;6;10
2006;5;19;2006-05-08;133;Sa;2006-05-13;0;3;0;2;5
2017;11;47;2017-11-20;329;Sa;2017-11-25;0;2;0;6;8
2015;7;28;2015-07-06;191;Fr;2015-07-10;0;0;0;1;1
2020;3;13;2020-03-23;86;Do;2020-03-26;0;2;0;6;8
2019;5;19;2019-05-06;130;Fr;2019-05-10;1;1;0;2;4
2013;1;1;2012-12-31;6;So;2013-01-06;0;2;0;4;6
2006;6;22;2006-05-29;152;Do;2006-06-01;0;4;0;3;7
2020;4;15;2020-04-06;98;Di;2020-04-07;0;0;0;6;6
2005;4;14;2005-04-04;96;Mi;2005-04-06;0;1;0;2;3
2013;11;46;2013-11-11;317;Mi;2013-11-13;0;5;0;1;6
2005;6;26;2005-06-27;179;Di;2005-06-28;1;3;0;3;7
2012;5;20;2012-05-14;136;Di;2012-05-15;2;2;0;3;7
2020;6;27;2020-06-29;181;Mo;2020-06-29;0;1;0;7;8
2014;12;52;2014-12-22;361;Sa;2014-12-27;0;1;0;3;4
2008;10;43;2008-10-20;295;Di;2008-10-21;0;1;0;4;5
2016;2;6;2016-02-08;41;Mi;2016-02-10;0;3;1;3;7
2015;8;32;2015-08-03;220;Sa;2015-08-08;0;4;0;3;7
2009;8;35;2009-08-24;236;Mo;2009-08-24;1;1;1;2;5
2016;10;40;2016-10-03;281;Fr;2016-10-07;0;6;0;5;11
2007;8;35;2007-08-27;239;Mo;2007-08-27;1;1;0;3;5
2019;1;4;2019-01-21;23;Mi;2019-01-23;0;0;1;3;4
2013;12;51;2013-12-16;350;Mo;2013-12-16;1;3;0;6;10
2007;10;41;2007-10-08;284;Do;2007-10-11;2;1;0;5;8
2010;1;4;2010-01-25;31;So;2010-01-31;1;2;0;1;4
2010;4;16;2010-04-19;114;Sa;2010-04-24;0;2;2;1;5
2020;5;19;2020-05-04;131;So;2020-05-10;0;1;0;4;5
2017;3;9;2017-02-27;63;Sa;2017-03-04;1;0;1;5;7
2012;7;27;2012-07-02;186;Mi;2012-07-04;0;1;0;0;1
2010;12;49;2010-12-06;342;Mi;2010-12-08;0;2;0;2;4
2015;11;48;2015-11-23;327;Mo;2015-11-23;0;3;0;1;4
2016;8;33;2016-08-15;231;Do;2016-08-18;1;3;1;10;15
2018;12;51;2018-12-17;355;Fr;2018-12-21;0;1;0;0;1
2013;6;25;2013-06-17;172;Fr;2013-06-21;0;1;0;5;6
2018;3;11;2018-03-12;74;Do;2018-03-15;2;3;0;2;7
2005;6;22;2005-05-30;153;Do;2005-06-02;1;2;0;1;4
2010;2;7;2010-02-15;50;Fr;2010-02-19;1;1;0;8;10
2015;9;38;2015-09-14;258;Di;2015-09-15;1;3;0;2;6
2006;7;30;2006-07-24;209;Fr;2006-07-28;2;2;2;2;8
2019;1;3;2019-01-14;16;Mi;2019-01-16;0;4;2;2;8
2014;4;18;2014-04-28;119;Di;2014-04-29;0;3;0;2;5
2018;5;18;2018-04-30;126;So;2018-05-06;1;2;1;3;7
2005;11;46;2005-11-14;319;Di;2005-11-15;1;1;1;3;6
2008;11;46;2008-11-10;321;So;2008-11-16;1;1;1;2;5
2016;1;2;2016-01-11;15;Fr;2016-01-15;1;5;0;4;10
2017;3;10;2017-03-06;70;Sa;2017-03-11;0;2;0;2;4
2007;12;50;2007-12-10;348;Fr;2007-12-14;0;3;0;2;5
2005;8;34;2005-08-22;236;Mi;2005-08-24;1;2;0;5;8
2010;12;50;2010-12-13;349;Mi;2010-12-15;0;4;0;2;6
2009;10;43;2009-10-19;293;Di;2009-10-20;0;1;0;1;2
2007;7;26;2007-06-25;182;So;2007-07-01;1;1;0;2;4
2012;3;10;2012-03-05;67;Mi;2012-03-07;0;3;0;2;5
2019;5;18;2019-04-29;123;Fr;2019-05-03;1;0;0;5;6
2005;4;15;2005-04-11;103;Mi;2005-04-13;2;2;0;4;8
2013;4;14;2013-04-01;96;Sa;2013-04-06;0;2;0;8;10
2012;10;42;2012-10-15;295;So;2012-10-21;1;3;0;2;6
2006;4;15;2006-04-10;102;Mi;2006-04-12;0;2;1;2;5
2014;11;47;2014-11-17;323;Mi;2014-11-19;1;4;0;2;7
2013;1;2;2013-01-07;13;So;2013-01-13;0;2;0;3;5
2013;11;47;2013-11-18;324;Mi;2013-11-20;0;1;0;1;2
2005;7;27;2005-07-04;186;Di;2005-07-05;0;1;0;2;3
2006;12;49;2006-12-04;342;Fr;2006-12-08;2;2;0;4;8
2013;8;35;2013-08-26;241;Do;2013-08-29;0;2;1;1;4
2010;1;1;2010-01-04;5;Di;2010-01-05;0;1;1;2;4
2012;7;29;2012-07-16;200;Mi;2012-07-18;0;1;0;3;4
2018;9;35;2018-08-27;245;So;2018-09-02;1;2;0;2;5
2010;3;13;2010-03-29;88;Mo;2010-03-29;0;1;0;9;10
