Jahr;Monat;Kalenderwoche;Startdatum Woche;Tag-Nr.;Wochentag;Sterbedatum;Anzahl Männer 0-64;Anzahl Männer 65+;Anzahl Frauen 0-64;Anzahl Frauen 65+;Anzahl Gestorbene total
2009;3;12;2009-03-16;80;Sa;2009-03-21;0;0;0;3;3
2010;3;11;2010-03-15;79;Sa;2010-03-20;0;2;0;4;6
2015;5;18;2015-04-27;121;Fr;2015-05-01;1;4;0;4;9
2017;10;40;2017-10-02;275;Mo;2017-10-02;0;2;0;1;3
2016;3;9;2016-02-29;63;Do;2016-03-03;0;0;0;5;5
2009;12;53;2009-12-28;365;Do;2009-12-31;1;2;0;2;5
2016;10;43;2016-10-24;303;Sa;2016-10-29;0;0;0;1;1
2015;2;6;2015-02-02;38;Sa;2015-02-07;1;2;0;5;8
2008;7;27;2008-06-30;184;Mi;2008-07-02;1;2;1;4;8
2010;12;48;2010-11-29;338;Sa;2010-12-04;0;3;1;3;7
2014;6;25;2014-06-16;167;Mo;2014-06-16;0;1;0;3;4
2009;9;39;2009-09-21;270;So;2009-09-27;0;3;0;0;3
2018;3;11;2018-03-12;72;Di;2018-03-13;0;5;2;5;12
2014;3;13;2014-03-24;84;Di;2014-03-25;1;2;1;2;6
2012;8;35;2012-08-27;241;Di;2012-08-28;2;2;0;4;8
2009;1;5;2009-01-26;30;Fr;2009-01-30;1;4;0;7;12
2005;7;29;2005-07-18;201;Mi;2005-07-20;0;1;0;1;2
2006;9;37;2006-09-11;257;Do;2006-09-14;0;1;0;4;5
2006;6;23;2006-06-05;162;So;2006-06-11;2;3;0;1;6
2020;6;24;2020-06-08;165;Sa;2020-06-13;0;3;1;1;5
2008;11;46;2008-11-10;317;Mi;2008-11-12;1;4;0;5;10
2017;6;24;2017-06-12;168;Sa;2017-06-17;0;1;0;4;5
2016;9;36;2016-09-05;253;Fr;2016-09-09;2;2;0;1;5
2014;12;51;2014-12-15;353;Fr;2014-12-19;0;0;0;1;1
2018;6;26;2018-06-25;179;Do;2018-06-28;0;3;0;4;7
2013;10;44;2013-10-28;301;Mo;2013-10-28;0;5;0;3;8
2020;9;38;2020-09-14;260;Mi;2020-09-16;0;2;0;2;4
2013;3;9;2013-02-25;61;Sa;2013-03-02;2;3;0;6;11
2015;11;46;2015-11-09;319;So;2015-11-15;0;1;0;0;1
2021;1;4;2021-01-25;30;Sa;2021-01-30;0;1;0;4;5
2009;5;20;2009-05-11;137;So;2009-05-17;1;1;0;3;5
2016;4;17;2016-04-25;120;Fr;2016-04-29;0;2;0;3;5
2006;11;44;2006-10-30;307;Fr;2006-11-03;0;2;1;2;5
2010;1;1;2010-01-04;10;So;2010-01-10;0;1;0;6;7
2009;9;39;2009-09-21;265;Di;2009-09-22;0;2;1;7;10
2009;12;51;2009-12-14;348;Mo;2009-12-14;0;2;0;3;5
2012;5;18;2012-04-30;122;Di;2012-05-01;0;1;1;3;5
2005;9;38;2005-09-19;267;Sa;2005-09-24;0;1;0;5;6
2011;5;21;2011-05-23;149;So;2011-05-29;0;4;0;3;7
2008;10;42;2008-10-13;293;So;2008-10-19;0;2;0;1;3
2017;12;49;2017-12-04;341;Do;2017-12-07;0;1;0;4;5
2016;10;41;2016-10-10;286;Mi;2016-10-12;0;3;0;3;6
2012;12;50;2012-12-10;350;Sa;2012-12-15;0;3;1;4;8
2014;5;22;2014-05-26;150;Fr;2014-05-30;0;1;1;1;3
2020;7;29;2020-07-13;201;So;2020-07-19;2;2;0;1;5
2006;6;23;2006-06-05;157;Di;2006-06-06;0;0;0;2;2
2005;4;15;2005-04-11;101;Mo;2005-04-11;3;2;0;1;6
2014;3;10;2014-03-03;67;Sa;2014-03-08;0;4;0;2;6
2021;1;4;2021-01-25;28;Do;2021-01-28;0;1;1;6;8
2019;8;34;2019-08-19;237;So;2019-08-25;1;4;1;2;8
2010;5;20;2010-05-17;143;So;2010-05-23;0;2;0;1;3
2017;5;18;2017-05-01;125;Fr;2017-05-05;0;2;0;1;3
2018;6;26;2018-06-25;181;Sa;2018-06-30;1;1;0;1;3
2009;10;43;2009-10-19;298;So;2009-10-25;1;2;0;2;5
2017;5;22;2017-05-29;151;Mi;2017-05-31;0;3;0;1;4
2019;4;16;2019-04-15;109;Fr;2019-04-19;1;3;0;1;5
2009;5;20;2009-05-11;132;Di;2009-05-12;1;3;1;0;5
2013;10;41;2013-10-07;284;Fr;2013-10-11;0;0;0;2;2
2013;7;29;2013-07-15;201;Sa;2013-07-20;0;2;0;3;5
2009;8;32;2009-08-03;215;Mo;2009-08-03;0;1;0;5;6
2007;4;15;2007-04-09;104;Sa;2007-04-14;0;1;2;1;4
2008;1;2;2008-01-07;8;Di;2008-01-08;0;2;1;2;5
2018;10;42;2018-10-15;288;Mo;2018-10-15;0;2;1;2;5
2009;2;6;2009-02-02;37;Fr;2009-02-06;1;3;0;3;7
2010;2;5;2010-02-01;36;Fr;2010-02-05;1;4;0;7;12
2010;4;17;2010-04-26;119;Do;2010-04-29;1;2;0;1;4
2009;4;18;2009-04-27;120;Do;2009-04-30;0;2;0;0;2
2016;1;3;2016-01-18;20;Mi;2016-01-20;0;4;0;4;8
2005;10;42;2005-10-17;291;Di;2005-10-18;0;4;0;5;9
2017;11;45;2017-11-06;315;Sa;2017-11-11;1;5;0;3;9
2010;3;10;2010-03-08;67;Mo;2010-03-08;0;0;0;8;8
2012;10;44;2012-10-29;305;Mi;2012-10-31;0;7;0;5;12
2007;6;24;2007-06-11;168;So;2007-06-17;1;2;0;2;5
2012;3;10;2012-03-05;65;Mo;2012-03-05;0;2;2;6;10
2013;5;22;2013-05-27;151;Fr;2013-05-31;0;2;1;1;4
2015;11;45;2015-11-02;306;Mo;2015-11-02;1;0;0;1;2
2018;1;5;2018-01-29;29;Mo;2018-01-29;0;4;0;8;12
2014;7;30;2014-07-21;207;Sa;2014-07-26;0;2;0;2;4
2013;3;10;2013-03-04;68;Sa;2013-03-09;1;1;1;4;7
2008;5;21;2008-05-19;141;Di;2008-05-20;0;1;0;3;4
2018;5;18;2018-04-30;124;Fr;2018-05-04;0;0;0;3;3
2012;7;29;2012-07-16;198;Mo;2012-07-16;1;1;0;0;2
2011;8;32;2011-08-08;225;Sa;2011-08-13;0;2;1;5;8
2012;4;17;2012-04-23;115;Di;2012-04-24;2;1;1;2;6
2006;5;19;2006-05-08;131;Do;2006-05-11;0;1;1;3;5
2010;7;27;2010-07-05;188;Mi;2010-07-07;0;4;1;2;7
2008;9;40;2008-09-29;274;Di;2008-09-30;1;1;0;2;4
2015;9;37;2015-09-07;256;So;2015-09-13;1;2;1;5;9
2019;5;20;2019-05-13;135;Mi;2019-05-15;0;3;0;3;6
2013;4;15;2013-04-08;101;Do;2013-04-11;0;2;1;1;4
2013;1;3;2013-01-14;18;Fr;2013-01-18;0;4;0;3;7
2012;11;48;2012-11-26;331;Mo;2012-11-26;0;1;0;0;1
2007;12;50;2007-12-10;346;Mi;2007-12-12;2;0;1;4;7
2017;3;11;2017-03-13;75;Do;2017-03-16;0;0;0;3;3
2014;12;52;2014-12-22;359;Do;2014-12-25;0;3;2;1;6
2015;1;4;2015-01-19;21;Mi;2015-01-21;1;2;0;3;6
2013;8;32;2013-08-05;220;Do;2013-08-08;1;1;1;1;4
2009;8;33;2009-08-10;222;Mo;2009-08-10;2;1;0;3;6
2008;6;24;2008-06-09;167;So;2008-06-15;0;2;2;2;6
2006;12;51;2006-12-18;354;Mi;2006-12-20;0;1;0;5;6
2016;9;36;2016-09-05;255;So;2016-09-11;0;1;0;0;1
2009;2;9;2009-02-23;56;Mi;2009-02-25;0;4;0;3;7
2011;6;24;2011-06-13;168;Fr;2011-06-17;0;0;0;2;2
2008;1;1;2007-12-31;1;Di;2008-01-01;0;3;1;5;9
2010;7;28;2010-07-12;195;Mi;2010-07-14;0;0;0;4;4
2006;9;39;2006-09-25;271;Do;2006-09-28;0;3;1;4;8
2012;8;32;2012-08-06;224;Sa;2012-08-11;0;5;2;7;14
2013;7;29;2013-07-15;196;Mo;2013-07-15;2;0;0;2;4
2014;4;15;2014-04-07;98;Di;2014-04-08;2;3;0;2;7
2005;10;43;2005-10-24;298;Di;2005-10-25;1;2;0;1;4
2012;5;20;2012-05-14;141;So;2012-05-20;0;1;0;6;7
2005;9;37;2005-09-12;260;Sa;2005-09-17;0;2;0;1;3
2007;3;9;2007-02-26;61;Fr;2007-03-02;0;2;0;4;6
2018;11;44;2018-10-29;307;Sa;2018-11-03;0;4;0;2;6
2005;2;5;2005-01-31;32;Di;2005-02-01;1;2;0;2;5
2006;7;27;2006-07-03;188;Fr;2006-07-07;1;1;1;4;7
2015;7;29;2015-07-13;199;Sa;2015-07-18;0;5;1;7;13
2010;1;2;2010-01-11;17;So;2010-01-17;0;0;0;2;2
2019;6;24;2019-06-10;161;Mo;2019-06-10;2;3;0;2;7
2012;12;51;2012-12-17;357;Sa;2012-12-22;3;3;1;4;11
2012;9;39;2012-09-24;274;So;2012-09-30;2;2;1;3;8
2011;12;51;2011-12-19;358;Sa;2011-12-24;0;3;0;4;7
2014;3;11;2014-03-10;74;Sa;2014-03-15;0;2;0;3;5
2009;9;36;2009-08-31;246;Do;2009-09-03;0;3;0;2;5
2005;6;24;2005-06-13;165;Di;2005-06-14;1;1;1;4;7
2020;10;40;2020-09-28;277;Sa;2020-10-03;0;0;1;3;4
2017;5;19;2017-05-08;132;Fr;2017-05-12;0;0;0;2;2
2013;10;44;2013-10-28;303;Mi;2013-10-30;2;1;0;3;6
2017;4;17;2017-04-24;118;Fr;2017-04-28;0;3;1;2;6
2006;4;16;2006-04-17;112;Sa;2006-04-22;0;0;0;3;3
2013;12;52;2013-12-23;360;Do;2013-12-26;0;0;1;4;5
2016;5;21;2016-05-23;146;Mi;2016-05-25;0;2;1;4;7
2020;5;21;2020-05-18;144;Sa;2020-05-23;1;0;0;3;4
2011;2;6;2011-02-07;40;Mi;2011-02-09;0;3;0;2;5
2012;6;26;2012-06-25;179;Mi;2012-06-27;0;3;0;1;4
2007;5;20;2007-05-14;137;Do;2007-05-17;1;1;0;2;4
2017;10;41;2017-10-09;284;Mi;2017-10-11;0;4;0;2;6
2019;5;19;2019-05-06;128;Mi;2019-05-08;1;2;0;5;8
2007;2;8;2007-02-19;54;Fr;2007-02-23;0;0;1;8;9
2016;11;45;2016-11-07;312;Mo;2016-11-07;0;2;0;4;6
2017;2;8;2017-02-20;56;Sa;2017-02-25;1;2;0;2;5
2016;1;53;2015-12-28;1;Fr;2016-01-01;0;2;0;4;6
2020;11;45;2020-11-02;310;Do;2020-11-05;1;5;0;0;6
2011;12;50;2011-12-12;351;Sa;2011-12-17;0;1;0;4;5
2018;8;34;2018-08-20;238;So;2018-08-26;1;0;0;6;7
2010;3;12;2010-03-22;86;Sa;2010-03-27;1;1;0;4;6
2015;4;15;2015-04-06;97;Di;2015-04-07;0;3;0;0;3
2021;2;8;2021-02-22;54;Di;2021-02-23;0;0;0;3;3
2013;8;33;2013-08-12;227;Do;2013-08-15;0;2;0;4;6
2006;11;45;2006-11-06;316;So;2006-11-12;0;2;1;2;5
2005;11;45;2005-11-07;317;So;2005-11-13;1;1;1;1;4
2016;6;26;2016-06-27;179;Mo;2016-06-27;0;3;0;2;5
2012;8;33;2012-08-13;229;Do;2012-08-16;1;3;0;1;5
2011;3;11;2011-03-14;73;Mo;2011-03-14;1;3;0;4;8
2021;1;3;2021-01-18;21;Do;2021-01-21;0;2;0;3;5
2011;10;43;2011-10-24;301;Fr;2011-10-28;0;3;0;2;5
2005;8;34;2005-08-22;234;Mo;2005-08-22;0;3;0;3;6
2019;12;50;2019-12-09;344;Di;2019-12-10;0;1;0;4;5
2015;2;8;2015-02-16;47;Mo;2015-02-16;2;1;2;9;14
2018;6;23;2018-06-04;157;Mi;2018-06-06;0;3;2;3;8
2013;9;38;2013-09-16;260;Di;2013-09-17;1;2;1;2;6
2005;12;50;2005-12-12;350;Fr;2005-12-16;0;0;1;3;4
2011;11;47;2011-11-21;330;Sa;2011-11-26;0;1;0;0;1
2018;8;35;2018-08-27;240;Di;2018-08-28;1;0;1;1;3
2014;8;34;2014-08-18;233;Do;2014-08-21;0;3;0;0;3
2020;5;18;2020-04-27;124;So;2020-05-03;0;3;0;0;3
2009;6;26;2009-06-22;179;So;2009-06-28;0;1;0;3;4
2020;7;30;2020-07-20;207;Sa;2020-07-25;0;1;0;4;5
2005;5;20;2005-05-16;137;Di;2005-05-17;0;1;0;0;1
2009;11;47;2009-11-16;324;Fr;2009-11-20;1;2;0;5;8
2020;8;32;2020-08-03;219;Do;2020-08-06;1;2;0;3;6
2008;9;39;2008-09-22;269;Do;2008-09-25;0;3;1;5;9
2010;3;10;2010-03-08;69;Mi;2010-03-10;1;3;0;2;6
2009;1;3;2009-01-12;13;Di;2009-01-13;1;1;0;3;5
2020;10;44;2020-10-26;302;Mi;2020-10-28;2;2;0;1;5
2019;9;38;2019-09-16;263;Fr;2019-09-20;0;1;0;0;1
2014;7;31;2014-07-28;209;Mo;2014-07-28;0;0;0;3;3
2013;7;31;2013-07-29;210;Mo;2013-07-29;1;0;0;2;3
2014;5;19;2014-05-05;126;Di;2014-05-06;0;3;0;1;4
2008;6;25;2008-06-16;174;So;2008-06-22;0;1;0;2;3
2019;4;17;2019-04-22;118;So;2019-04-28;0;2;0;0;2
2017;11;46;2017-11-13;317;Mo;2017-11-13;0;2;0;1;3
2009;2;7;2009-02-09;46;So;2009-02-15;0;1;1;6;8
2011;8;33;2011-08-15;232;Sa;2011-08-20;0;3;0;1;4
2012;8;33;2012-08-13;231;Sa;2012-08-18;1;2;0;0;3
2020;6;25;2020-06-15;169;Mi;2020-06-17;0;1;1;2;4
2013;12;50;2013-12-09;343;Mo;2013-12-09;0;2;0;2;4
2007;9;36;2007-09-03;246;Mo;2007-09-03;1;2;0;2;5
2012;5;21;2012-05-21;148;So;2012-05-27;0;2;0;3;5
2015;11;46;2015-11-09;315;Mi;2015-11-11;0;3;0;2;5
2016;7;27;2016-07-04;186;Mo;2016-07-04;0;1;0;4;5
2017;11;47;2017-11-20;324;Mo;2017-11-20;1;2;0;3;6
2008;3;10;2008-03-03;67;Fr;2008-03-07;0;2;0;1;3
2016;9;38;2016-09-19;269;So;2016-09-25;1;2;0;4;7
2015;5;22;2015-05-25;149;Fr;2015-05-29;1;1;0;2;4
2009;6;24;2009-06-08;165;So;2009-06-14;0;2;0;4;6
2011;11;44;2011-10-31;308;Fr;2011-11-04;1;3;0;1;5
2009;6;23;2009-06-01;153;Di;2009-06-02;1;0;0;1;2
2016;12;50;2016-12-12;352;Sa;2016-12-17;0;3;0;3;6
2010;7;30;2010-07-26;209;Mi;2010-07-28;2;0;1;5;8
2006;2;8;2006-02-20;57;So;2006-02-26;0;2;0;9;11
2019;6;25;2019-06-17;168;Mo;2019-06-17;0;2;0;7;9
2018;4;16;2018-04-16;112;So;2018-04-22;1;3;0;4;8
2010;5;18;2010-05-03;126;Do;2010-05-06;3;0;0;4;7
2012;5;18;2012-04-30;124;Do;2012-05-03;0;2;0;1;3
2021;1;3;2021-01-18;20;Mi;2021-01-20;0;2;0;4;6
2015;5;20;2015-05-11;137;So;2015-05-17;0;2;1;3;6
2017;1;4;2017-01-23;25;Mi;2017-01-25;1;2;1;4;8
2011;3;10;2011-03-07;68;Mi;2011-03-09;0;2;2;4;8
2006;5;20;2006-05-15;140;Sa;2006-05-20;0;1;0;2;3
2005;3;12;2005-03-21;84;Fr;2005-03-25;0;3;0;5;8
2010;12;51;2010-12-20;354;Mo;2010-12-20;0;1;2;3;6
2011;2;6;2011-02-07;42;Fr;2011-02-11;1;2;0;4;7
2016;5;19;2016-05-09;136;So;2016-05-15;0;1;0;4;5
2013;7;27;2013-07-01;184;Mi;2013-07-03;0;3;0;5;8
2011;9;37;2011-09-12;258;Do;2011-09-15;2;3;0;6;11
2018;3;9;2018-02-26;62;Sa;2018-03-03;0;3;0;6;9
2012;11;45;2012-11-05;310;Mo;2012-11-05;0;0;0;1;1
2020;5;21;2020-05-18;143;Fr;2020-05-22;0;0;0;3;3
2006;4;16;2006-04-17;107;Mo;2006-04-17;0;1;0;5;6
2020;8;33;2020-08-10;226;Do;2020-08-13;0;3;0;2;5
2005;10;39;2005-09-26;274;Sa;2005-10-01;0;4;0;2;6
2006;7;27;2006-07-03;190;So;2006-07-09;0;0;2;2;4
2005;7;27;2005-07-04;191;So;2005-07-10;1;2;0;3;6
2012;3;13;2012-03-26;91;Sa;2012-03-31;0;2;1;5;8
2016;1;53;2015-12-28;3;So;2016-01-03;0;2;0;3;5
2017;10;43;2017-10-23;298;Mi;2017-10-25;0;3;0;3;6
2012;3;12;2012-03-19;79;Mo;2012-03-19;0;2;1;3;6
2010;10;40;2010-10-04;278;Di;2010-10-05;0;1;0;1;2
2007;2;6;2007-02-05;37;Di;2007-02-06;0;2;0;1;3
2009;3;10;2009-03-02;65;Fr;2009-03-06;0;0;0;2;2
2018;2;8;2018-02-19;55;Sa;2018-02-24;0;6;0;4;10
2015;6;24;2015-06-08;163;Fr;2015-06-12;0;1;0;4;5
2006;4;17;2006-04-24;114;Mo;2006-04-24;1;3;0;3;7
2014;1;4;2014-01-20;24;Fr;2014-01-24;0;2;0;1;3
2013;12;52;2013-12-23;362;Sa;2013-12-28;0;1;0;3;4
2005;8;32;2005-08-08;224;Fr;2005-08-12;0;0;0;2;2
2018;5;20;2018-05-14;138;Fr;2018-05-18;0;1;0;1;2
2018;8;32;2018-08-06;221;Do;2018-08-09;0;2;1;5;8
2009;9;37;2009-09-07;255;Sa;2009-09-12;0;2;3;3;8
2017;4;16;2017-04-17;108;Di;2017-04-18;0;1;1;6;8
2008;5;21;2008-05-19;143;Do;2008-05-22;0;4;0;6;10
2018;11;46;2018-11-12;316;Mo;2018-11-12;0;1;0;5;6
2007;5;21;2007-05-21;144;Do;2007-05-24;0;2;1;4;7
2010;6;24;2010-06-14;171;So;2010-06-20;0;1;1;4;6
2008;2;9;2008-02-25;60;Fr;2008-02-29;2;0;0;3;5
2009;2;6;2009-02-02;39;So;2009-02-08;0;0;1;0;1
